id,section,publication_date,original_title,answer_title,original_sentence,answer_sentence
1207819601202m10412,사회,1960-12-02T00:00:00+0830,변사(變死),변사 사건,변사(變死)【전남지사(全南支社)】이십구(二十九)일 오칠(七)시경 대전시 계림동(계림동(鷄林洞))거주박재규(박재규(朴在奎))씨 집에서전복남원군주천면고기리(주천면고기이(朱川面高基里))거주 서일호(서일호(徐日浩)=삼삼(三三))씨가 변사체로 발견되었는데 경찰조사결과 심장마비로 밝혀졌다한다,"전남지사 보도에 따르면, 29일 오후 7시경 대전시 계림동에 거주하던 박재규 씨의 집에서 전라남도 남원군 주천면 고기리 거주 서일호 씨(33세)가 변사체로 발견되었습니다. 경찰 조사 결과 사인은 심장마비로 밝혀졌습니다."
1059419561107m10213,사회,1956-11-07T00:00:00+0830,팔일졸업식(八日卒業式),8일 졸업식,팔일졸업식대전육군대학(八日卒業式大田陸軍大學)국방부에서 오(五)일 알려진다에의하면 대전육군대학에서는 오는팔(八)일 제십일(十一)차 졸업식및 제륙(六)차고급반 졸업식을 거행키로되었다하다 그런데 우등생을 다음과같다▲제십일차우등생(第十一次優等生) 일등(一等) 백행걸(白行傑) 중령(中領) 이등(二等) 이(李) 룡(龍) 준장(准將)▲제륙차고급반(第六次高級班) 일등(一等) 백석주(白石柱) 대령이등(大領二等) 금룡휴(金龍休) 대령(大領),"국방부가 5일 발표한 내용에 따르면 대전육군대학에서는 오는 8일 제11차 졸업식과 제6차 고급반 졸업식을 진행할 예정이다. 우등생 명단은 다음과 같다. ▲제11차 우등생: 1등 백행걸 중령, 2등 이룡 준장 ▲제6차 고급반 우등생: 1등 백석주 대령, 2등 김룡휴 대령"
175119250626e10214,스포츠,1925-06-26T00:00:00+0900,제일회(第一囘) 중등학교야구(中等學校野球)리구전(戰),제1회 중등학교 야구 리그전,"제회일중등학교야구(第囘一中等學校野球)리구전입육일제구회(戰廿六日第九囘) ◇ 휘문대양정(徽文對養正) ◇ 어휘문구장주최(於徽文球塲主催) 조선일보사(朝鮮日報社)(오후사시(午後四時),입장무료(入場無料))","제1회 중등학교 야구 리그전 26일 제9차전 ◇ 휘문 대 양정 ◇ 휘문 구장 주최(조선일보사 주관, 오후 4시 시작, 입장 무료)"
241619270601e10224,스포츠,1927-06-01T00:00:00+0900,시내육중등교(市內六中等校) 정구연맹조직(庭球聯盟組織),서울시내 6개 중등학교 테니스 연맹 창립,시내육중등교정구연맹조직직조화(市內六中等校庭球聯盟組織織組化)하는중학체육열반도(中學體育熱半島)의구사(球史)가잇슨지이미오래이엇스나조직적(組織的)으로의장려기관(奬勵機關)의결함(缺陷)이업지안튼바 삼년전(三年前)에조선정구협회(朝鮮庭球協會)가창립(創立)되야사계(斯界)의권위(權威)를잡엇고 가장신진(新進)의유위(有爲)한학생선수(學生選手)를장려(奬勵)할기관(機關)으로는관민립(官民立)이란경계(境界)를거어노흔대예급전문교체육연맹(大豫及專門校體育聯盟)이조직(組織)되엇슬뿐인데 이에절감(切感)한바잇서전문교축구연맹(專門校蹴球聯盟)이우리의손으로조직(組織)되어 이또한사계(斯界)의발흥(勃興)을도(圖)함이별서작년(昨年)의일이엇든바 이제또시내육중등학교(市內六中等學校)에서는정구연맹(庭球聯盟)을조직(組織)하야금하(今夏)부터그첫사업(事業)을개최(開催)하기로되엇다하니 이탄생(誕生)은실(實)로중학생체육장려(中學生體育奬勵)의효시(嚆矢)로굴지(掘指)되는바이며 또중학정구계(中學庭球界)의괄목(括目)할바잇슬것을일반(一般)팬으로더부터밋기에족(足)하게한다,"서울시내 6개 중등학교 테니스 연맹 조직은 중학 체육 열기의 역사가 오래되었으나 조직적 장려 기관의 부재가 지적되던 중, 3년 전 조선테니스협회가 창립되며 해당 분야의 권위를 확보했다. 또한 신진 유망 학생 선수를 장려하기 위해 관민(官民) 경계를 넘어 대학 예과 및 전문학교 체육 연맹이 조직된 바 있다. 이에 더해 전문학교 축구 연맹이 우리 손으로 조직되어 해당 분야 발전을 도모한 것이 작년의 일인데, 이번에는 시내 6개 중등학교에서 테니스 연맹을 조직해 올여름부터 첫 사업을 개최하기로 했다. 이는 중학생 체육 장련의 선구적 사례로 꼽힐 뿐만 아니라 중학 테니스 계의 주목할 만한 발전을 일반 팬들에게도 충분히 기대하게 한다."
666919391129e1033,광고,1939-11-29T00:00:00+0900,신간소개(新刊紹介),신간 소개,"신간소개(新刊紹介)▲림거정(林巨正) 제이권(第二卷)(의형제편(義兄第篇) 이(二))벽초홍명희선생저(碧初洪命憙先生著) 발행소(發行所) 경성부태평통일정목륙일(京城府太平通一丁目六一) 조선(朝鮮) 일보사출판부(日報社出版部) 진체경성오팔칠(振替京城五八七) 팔번(八番) 정가이원(定價二圓) 송료삼십전(送料三十錢)▲경생(更生) 십일월호(十一月號) 발행소(發行所) 광도(廣島) 현사기정일본적십자사광도지부(縣絲崎町日本赤十字社廣島支部) 사기료양소내(絲崎療養所內) 경생사(更生社) 진체대(振替大) 판칠칠오삼일번(阪七七五三一番) 정가십오전(定價十五錢)▲광업시대(鑛業時代) 십일(十一),이월호(二月號) 발행(發行) 소(所) 경성부광화문통일구팔(京城府光化門通一九八) 광(鑛) 업시대사출판부(業時代社出版部) 진체경성팔구(振替京城八九) 삼(三)〇번(番) 정가삼십전(定價三十錢) 송료이전(送料二錢)▲문장(文章) 십이월호(十二月號) 발행소(發行所) 경성(京城) 부종로한청(府鍾路韓靑)삘딩삼층(三層) 문장사(文章社) 진(振) 체경성이오(替京城二五)〇칠(七)〇번(番) 정가오십(定價五十) 전(錢) 송료삼전(送料三錢)▲한글 십일월호(十一月號) 발행소(發行所) 경성(京城) 부화형정일이구(府花泂町一二九) 조선어학회(朝鮮語學會) 진(振) 체경성일(替京城一)〇〇사사번(四四番) 정가십전(定價十錢)▲십자가(十字架) 십이월호(十二月號) 발행소(發行所) 경(京) 성부신당정삼사칠(城府新堂町三四七)의일팔사(一八四) 십(十) 자가사(字架社) 진체경성일칠오(振替京城一七五)〇구번(九番) 정가팔전(定價八錢)▲아이생활 십일일호(十一日號) 발행소(發行所) 경(京) 성부서대문정이정목팔구(城府西大門町二丁目八九) 아이 생활사(社) 진체경성일오일오일번(振替京城一五一五一番) 정가십전(定價十錢) 송료일전(送料一錢)▲광화(光化) 십월호(十月號) 발행소(發行所) 상해파(上海靶) 자로이오팔(子路二五八) 상해거류조선인회(上海居留朝鮮人會) 출판부(出版部) 정가삼십오전(定價三十五錢) 송료삼(送料三) 전(錢)▲동양지광(東洋之光) 십일월호(十一月號) 발행소(發行所) 경(京) 성부명치정이정목팔팔(城府明治町二丁目八八) 동양문(東洋文) 광사(光社) 진체경성이팔오(振替京城二八五)〇구번(九番) 정(定) 가사십전(價四十錢)▲조선은행통계월보(朝鮮銀行統計月報) 구월분(九月分) 발(發) 행소(行所) 경성부남대문통삼정목일(京城府南大門通三丁目一) 일(一)〇 조선은행(朝鮮銀行) 정가오십전(定價五十錢)▲국민신보(國民新報) 십일월이십륙일호발(十一月二十六日號發) 행소(行所) 경성부태평통일정목(京城府太平通一丁目) 매(每) 일신보사(日新報社) 정가십오전(定價十五錢)▲정경시평(政經時評) 십일월호(十一月號) 발행소동(發行所東) 경시임원구호월일삼구(京市荏原區戶越一三九) 정경시(政經時) 평사(評社) 정가삼십전(定價三十錢)▲조선(朝鮮) 십일호(十一號) 발행소(發行所) 조선(朝鮮) 총독부(總督府) 정가삼십전(定價三十錢) 일수매팔(一手賣捌) 소경성부봉래정삼정목륙이(所京城府蓬萊町三丁目六二) 조(朝) 선인쇄주식회사(鮮印刷株式會社) 진체경성사(振替京城四)〇 번(番)","신간 소개 ▲임거정 제2권 (의형제편 2) 벽초 홍명희 선생 저. 발행소: 경성부 태평통 1정목 61번지 조선일보사 출판부. 진체 경성 587 8번. 정가 2원, 배송비 30전 ▲경생 11월호. 발행소: 광도 현 사기정 일본적십자사 광도지부 사기료양소 내 경생사. 진체 대판 77531번. 정가 15전 ▲광업시대 11·2월호. 발행소: 경성부 광화문통 198번지 광업시대사 출판부. 진체 경성 89 30번. 정가 30전, 배송비 2전 ▲문장 12월호. 발행소: 경성 부종로 한청 빌딩 3층 문장사. 진체 경성 25 70번. 정가 50전, 배송비 3전 ▲한글 11월호. 발행소: 경성 부화형정 129번지 조선어학회. 진체 경성 1 0044번. 정가 10전 ▲십자가 12월호. 발행소: 경성 신부당정 347번지 184의 18 자가사. 진체 경성 175 09번. 정가 8전 ▲아이생활 11일호. 발행소: 경성 서부대문정 2정목 89번지 아이생활사. 진체 경성 15151번. 정가 10전, 배송비 1전 ▲광화 10월호. 발행소: 상해 자로 258번지 상해거류조선인회 출판부. 정가 35전, 배송비 3전 ▲동양지광 11월호. 발행소: 경성 명치정 2정목 88번지 동양문광사. 진체 경성 285 09번. 정가 40전 ▲조선은행통계월보 9월분. 발행소: 경성부 남대문통 3정목 1번지 10 조선은행. 정가 50전 ▲국민신보 11월 26일호. 발행소: 경성부 태평통 1정목 매일신보사. 정가 15전 ▲정경시평 11월호. 발행소: 동경 시 임원구 호월 139번지 정경시사. 정가 30전 ▲조선 11호. 발행소: 조선 총독부. 정가 30전, 판매처: 경성부 봉래정 3정목 62번지 조선인쇄주식회사. 진체 경성 40번"
243119270616m1017,사회,1927-06-16T00:00:00+0900,전북화호(全北禾湖)에 신간지회설치(新幹支會設置),전북 화호에 신간회 지회 설치,전북화호(全北禾湖)에신간지회설치기보(新幹支會設置旣報)=전북화호(全北禾湖)에서는거십이일오후팔시(去十二日午後八時)에동농민동맹회관내(同農民同盟會舘內)에서화호신간회지회설립대회(禾湖新幹會支會設立大會)를개(開)하고최종규씨(崔宗奎氏)의개회사(開會辭)와회원점명급축전축문낭독(會員點名及祝電祝文朗讀)이잇슨후설립준비위원회보고급규약통과(後設立準備委員會報告及規約通過)가잇슨후간사선거(後幹事選舉)를하엿다는데김란씨(金爛氏)의의미심장(意味深長)한축사(祝辭)로동십이시(同十二時)에폐회(閉會)하엿다더라(대전)결의사항간사선거(决議事項幹事選舉) 회장김영민부회장박동수간사김창을이창규김복수박양서김규봉김영선이한숙최종규주낙(會長金永敏副會長朴東洙幹事金昌乙李昌奎金福洙朴梁緖金奎琫金永先李漢淑崔宗奎朱洛)기김경배김태복십일인(麒金景培金泰福十一人),"전북 화호에 신간회 지회 설치 소식이 전해졌다. 지난 12일 오후 8시 화호 농민동맹회관 내에서 신간회 지회 설립 대회를 개최했다. 최종규 씨의 개회사와 회원 점명, 축전 및 축문 낭독이 이어진 후 설립준비위원회 보고와 규약 통과가 이루어졌다. 이후 간사 선거를 진행한 뒤 김란 씨의 의미심장한 축사로 같은 날 12시에 폐회했다는 소식이다(대전). 결의사항 및 간사 선거 결과 회장: 김영민 부회장: 박동수 간사: 김창을, 이창규, 김복수, 박양서, 김규봉, 김영선, 이한숙, 최종규, 주낙, 김경배, 김태복 등 11명"
168519250421m1021,사회,1925-04-21T00:00:00+0900,강경상교(江景商校)의비난(非難),대전상교의 비난,대전상교(江景商校)의비난노골적(非難露骨的)으로뿔조아기관화(機關化)돈업는사람은입학을안시켜일반의불평이물끌틋하는중충남대전상업학교(충남대전상업학교(忠南江景商業學校))금년입학시험에 대하야별벌이상한 소문이 도라다니는데그자세한 내용을들은즉 일본인학생은 사십여명지원자중에이십구인이 입격되고 조선인학생일백이십여명 지원자중에 이십일인이입격이란발표를들은일반시민과 각처학부형들은 말하기를조선인본위(본위(本位))인학교에일본인을다수로수용함은무슨까닭인가 인구비례 로보아도일할(일할(一割))도못되는일본인을구할이상인 조선인보다 만히수용함은무슨 까닭인가하야 락뎨한생도의부형이직접으로교장에게그사실을물으면 시험성적은 조흔데오년간 학비를 잘대여줄수잇느냐뭇고넉넉히대여줄수잇다면보결생으로입학을허한다하는바이가티불공평한짓을한다고불평의비난이 자자한데 학교측으로굴러나오는말은 조선인은 중도에퇴학할념려가잇스니즉오년동안의학자가 문뎨되는고로 면에교셥하야 지원생도의 호벌재산됴사(호별재산조사(戶別財產調査))를 하야오년동안 넉넉히계속할학자 잇는생도로 시험에함격되면 입학을허한다는 재산본위를삼는 상업학교에대하야 무산자 학부형들은더욱격분을 참지못 한다하며일반시민과 각처유지들은 이에대한선후책을 강구 중이라더라          (대전),"대전상교에 대한 노골적인 비난이 제기된 가운데, 충남 대전상업학교(忠南江景商業學校)의 올해 입학시험을 둘러싼 이상한 소문이 돌고 있다. 자세한 내용을 들은 즉, 일본인 학생 지원자 40여 명 중 29명이 합격한 반면 조선인 학생 지원자 120여 명 중 단 21명만 합격했다는 발표가 나왔다. 이에 일반 시민과 각지의 학부모들은 ""조선인 본위의 학교에 일본인을 더 많이 받는 이유가 무엇인가"", ""인구 비율로 보아도 10분의 1도 안 되는 일본인을 조선인보다 더 많이 수용하는 것은 무슨 까닭인가""라며 의문을 제기했다. 낙제한 학생의 학부모가 직접 교장에게 묻자, 학교 측은 ""시험 성적은 좋으나 5년간 학비를 충분히 낼 수 있는지 확인해야 한다""며 ""학비를 넉넉히 낼 수 있다면 보결생으로 입학을 허용하겠다""고 답변했다. 이에 학부모들은 ""재산 유무를 입학 기준으로 삼는 것은 불공평하다""며 강하게 반발했다. 학교 측은 ""조선인 학생은 중도에 퇴학할 우려가 있어 5년간 학비를 계속 낼 수 있는지 호별 재산 조사를 실시한다""고 해명했으나, 재산이 없는 학부모들의 분노는 더욱 커졌다. 일반 시민과 지역 유지들은 이 문제에 대한 해결책을 마련 중이라고 전했다."
281919281119e10112,정치,1928-11-19T00:00:00+0900,봉천대표(奉天代表)와 의견교환(意見交換),부산 대표단과 의견 교환,"부산대표(奉天代表)와의견교환만주기타문제(意見交換滿洲其他問題)로(경도전(京都電))장학양씨대표막덕혜씨급장학양씨비서왕가정씨일본과장안상씨등(張學良氏代表莫德惠氏及張學良氏秘書王家楨氏日本課長安祥氏等)은 십칠일경도(十七日京都)『호텔』에서외무성길전차관(外務省吉田次官),유전아세아국장등(有田亞細亞局長等)과회견(會見)하고오찬(午餐)을공(共)히하후만주문제기타(後滿洲問題其他)에대(對)하야의견(意見)을교환(交換)하엿는데 일행(一行)은십구일경도발귀국(十九日京都發歸國)의도(途)에취(就)할터이더라","부산 대표단(奉天代表團)이 만주 문제 및 기타 현안을 논의하기 위해 17일 교토에서 일본 외무성 기요다 차관(吉田次官), 유다 아시아국장(有田亞細亞局長) 등과 회견하고 오찬을 함께 한 뒤 만주 문제 등을 주제로 의견을 교환했습니다. 이 자리에는 장훙라이 대표(張學良氏代表), 모덕혜 대표(莫德惠氏), 장훙라이 비서 왕가정(王家楨氏), 일본과 과장 안상(安祥氏) 등이 참석했습니다. 한편, 대표단은 19일 교토에서 출발해 귀국길에 오를 예정입니다."
331319300328e1075,사회,1930-03-28T00:00:00+0900,춘천당림리강도(春川塘林里强盜) 자동차(自働車)로추격체포(追擊逮捕),"대전 당림리 강도, 자동차 추격 끝에 체포",대전당림리강도자동차(大田塘林里强盜自働車)로추격체포(追擊逮捕)자동차로뒤를추격하야 화천만현리에서잡엇다범인(犯人)은전과이범(前科二犯)지난 이십사일오후에 강원도대전정찰서(대전경찰서(大田警察署))형사대십여명이 자동차와자전거들 을잡어타고 화천(화천(華川))에 급행하야대활동중이라함은 긔보한바 어니와사건인즉 지난이십이일 대전군서하면당림리(대전군서하면당림리(大田郡西下面塘林里))삼십일번지에서려 인숙업을하는최순근(최순근(崔順根))의집에과한이드러가 전긔 최씨의서되는 김옥순(김옥순(金玉順))(이사(二四))을 주먹으로무수히 란타하야 혼도케한후강간(강간(强姦))하려다가목적을이투지못하고 돈만 강탈하여가지고 도망한사건이라는바 이와가튼급보들접한 대전서 에서는린근각서에 수배하는 일편유력한 단서를어더가지고 자동차를모라 화천방면으로 범인의뒤를추격하야 대할동을 한것이라는데 전긔범인은 주소미정의차모(차모(車某))로 절도전과이범(절도전과이범(窃盜前科二犯))의흉한인바 형무소에서나온지 몃칠이안되어 그와가티 범행을한것이라하며 대담하게도 화쳔읍에이르러 김봉조(김봉조(金鳳祚))음식점 에서 국수까지먹고는 입엇든 마고자를벗고범행당시에 신엇든 고무신까지버서바리고『밋투리』를사서신는동교묘히 변장한후 김화방면으로 유유히거러가다가 상서면마현리(상서면마현리(上西面馬峴里))에이르럿슬때 마츰경계하고잇든 형사가수상히보고 엄중취조한결과 전긔강도로 판명되여 어렵지안케체포하야즉일로강이호(강이호(江二號))자동차에 태워대전서르 호송한것인데 전긔범인은 대담하기짝이업서 형사들에게 술과담배를날내여먹는등 매우 대담하더라(화천),"강원도 대전경찰서 형사대 10여 명은 지난 24일 오후 자동차와 자전거를 타고 화천으로 급히 출동해 대대적인 수사를 진행했다. 이는 지난 22일 대전군 서면 당림리 31번지에서 발생한 강도 사건과 관련된 것으로, 여관을 운영하는 최순근의 집에 침입한 범인이 최씨의 며느리 김옥순(24세)을 주먹으로 수차례 때려 혼절시킨 후 강간을 시도했으나 실패하고 돈만 강탈한 뒤 도주한 사건이었다. 대전서는 인근 지역에 수배령을 내리는 한편 유력한 단서를 바탕으로 자동차를 이용해 화천 방향으로 범인의 뒤를 추격했다. 범인은 주소가 불분명한 차모(차량 미상)로, 절도 전과 2범의 흉악범이었다. 형무소에서 출소한 지 며칠 되지 않아 다시 범행을 저지른 것으로 알려졌다. 그는 대담하게도 화천읍에 도착해 김봉조의 음식점에서 국수까지 먹은 뒤 입었던 마고자를 벗고 범행 당시 신었던 고무신까지 버렸다. 이후 '밋투리'를 사서 신으며 교묘히 변장한 뒤 김화 방향으로 유유히 이동하던 중, 상서면 마현리에서 경계를 하던 형사에게 수상히 여겨져 엄중히 조사받았다. 그 결과 이전 강도로 판명되어 쉽게 체포된 뒤 당일 강이호(江二號) 자동차에 태워 대전서로 호송되었다. 범인은 체포 과정에서도 대담함이 극에 달해 형사들에게 술과 담배를 권하며 먹는 등 매우 당당한 태도를 보였다(화천)."
1058519561029e10318,스포츠,1956-10-29T00:00:00+0830,전국농구제삼일(全國籠球第三日),제3일 전국 남녀 종합 농구 선수권 대회,전국농구제삼일(全國籠球第三日)제십일(十一)회 전국남녀종합농구선수권대회 제삼(三)일경기는 이십칠(二十七)일 정오부터장충단육군체육관에서 거행되었는데 그전적은 다음과같다◇제삼일(第三日)의전적국학대(戰績國學大)5755조운저은(朝運貯銀)6653해병대이십륙사단(海兵隊二十六師團)5249양정고륙군(養正高陸軍)5551대동상고(大東商高),"제11회 전국 남녀 종합 농구 선수권 대회 제3일 경기가 27일 정오부터 서울 장충체육관에서 열렸으며, 그 결과는 다음과 같습니다. ◇ 제3일 경기 결과 - 국학대학 57-55 조선운수저축은행 - 해병대 제26사단 66-53 양정고등학교 대 육군 - 양정고등학교 대 육군 55-51 대동상업고등학교"
1269419620810e1018,정치,1962-08-10T00:00:00+0900,새훈령휴대(訓令携帶),새 훈령 지참 정치회담,"새훈령휴대정치회담(訓令携帶政治會談)은예비교섭(豫備交渉)따라최참사관귀임담(崔參事官歸任談) 귀국(歸國)중이던 최영택주일대표부참사관(崔榮澤駐日代表部參事官)은 한일협상(韓日協商)에나서는 정부(政府)태도에관한 새로운훈령(訓令)을갖고 십일(十日)하오 서북항공기편(西北航空機便)으로오사카(大阪)으로귀임(歸任)했다. 최참사관(崔參事官)은 앞으로 있을제이차정치회담(第二次政治會談)을 마련하기위한 예비교섭(豫備交渉)이 시작되기전(前)에 현안(懸案)문제를 타결(妥結)할여러가지 방안(方案)을 세우기위해지난륙일귀국(六日歸國),그동안 정부고위층(政府高位層)과 대일정책(對日政策)을협의(協議)해왔으며 떠나기에앞서 이날 아침에도 최덕신외무부장관(崔徳新外務部長官)과 장시간(長時間)에걸쳐 협의(協議)를가졌었다.최참사관(崔參事官)이 대일교섭(對日交渉)에있어 어떠한 훈령(訓令)을 받았는지는 공식적(公式的)으로밝혀진바없다. 또한최참사관(崔參事官)은 최장관(崔長官)과협의(協議)를 마친다음『일본(日本)이성의(誠意)를갖고 한일교섭(韓日交渉)에 나선다면우리정부(政府)도 폭(幅)넓게대할것』이라고말했다.또 그는 한일예비교섭(韓日豫備交渉)은 오는이십일(二十日)경부터 열릴것이라고말하고 이교섭(交渉)에서현안(懸案)문제가 타결(妥結)될바탕을 마련하지못한다면 정부(政府)는『제이차정치회담(第二次政治會談)에응(應)하지않을것』임을뚜렷이말했다","새 훈령 지참 정치회담은 예비교섭에 따라 최참사관 귀임 관련 담화를 진행 중이던 최영택 주일대표부 참사관이 한일협상에 임하는 정부의 태도에 관한 새로운 훈령을 받아 11일 오후 서북 항공편으로 오사카로 복귀하면서 본격화되었다. 최 참사관은 앞으로 있을 제2차 정치회담 준비를 위한 예비교섭이 시작되기 전에 현안 문제를 해결할 여러 방안을 마련하기 위해 지난 6일 귀국했으며, 그동안 정부 고위층과 대일 정책을 협의해왔다. 또한 출발 전 이날 아침에도 최덕신 외무부장관과 장시간에 걸쳐 협의를 진행했다. 최 참사관이 대일 교섭에서 어떤 훈령을 받았는지는 공식적으로 밝혀진 바 없다. 또한 최 참사관은 최덕신 장관과의 협의를 마친 뒤 ""일본이 성의를 갖고 한일 교섭에 나선다면 우리 정부도 폭 넓게 대응할 것""이라고 말했다. 그는 한일 예비교섭이 오는 21일 경부터 시작될 것이며, 이번 교섭에서 현안 문제 해결의 기반을 마련하지 못할 경우 정부는 ""제2차 정치회담에 응하지 않을 것""이라고 분명히 했다."
1272519620913m1047,경제,1962-09-13T00:00:00+0900,과일·육유(肉類)에활기(活氣),과일과 육류 시장에 활기,"과일·육유(肉類)에활기상황(活氣商况) ◇물가(物價)=추석(秋夕)을 하루앞둔 도매상가(都賣商街)의 경기는 청과물(青果物)과각종육유(各種肉類),생선(生鮮),닭등이호황(好况)을 보였을뿐 추석수요(秋夕需要)를 계기로 거래가활발하던수산물(水産物)과 일부직물(一部織物)은 수요층의 매입이 거의 끝났음인지 거래가 극히 한산하였으며 각종원자재(各種原資材)의 거래는 계속저조하였다.이에따라 시세는 대부분이 보합되고있는데 생필품(生必品)의 일부만이 소폭(小幅)의 기복을 보였다.한편 참깨가 출회속증(出廻續增)으로 서울과부산(釜山)에서하락되었고 대전(光州)에서 보리쌀,목포(木浦)에서 찹쌀이각각상승되었으며 서울과 대구(大邱)에서사과(홍옥(紅玉))가 하락되었.나 부산(釜山)에서는앙등되었다. 이밖에「파라핀왁스」가출회부진(出廻不振)으로 서울과부산(釜山)에서 올랐고중조(重曹)가 대구(大邱)에서떨어졌으며「구리세링」이목포(木浦)에서 하낙(下落),건축자재(建築資材)의「베니아」합판(合板)이 목포(木浦)에서떨어졌다.12일(日) 한국은항(韓國銀行)에서 알려진 9월(月)6일(日)현재화폐발행고(貨幣發行高)는 일백팔십일억사천만(一百八十一億四千萬)원으로 8월말(月末) 보다일억구천만(一億九千萬)원이 감소됐다. 한편 한달전인 8월(月)6일(日)현재보다는 칠억칠천칠백만(七億七千七百萬)원이 증가됐다.","과일과 육류 시장 상황 ◇ 물가: 추석을 하루 앞둔 도매상가의 경기는 과일, 각종 육류, 생선, 닭 등이 호황을 보인 반면, 추석 수요를 계기로 거래가 활발했던 수산물과 일부 직물은 수요층의 구매가 거의 마무리된 듯 거래가 매우 한산했습니다. 또한 각종 원자재 거래도 지속적으로 저조했습니다. 이에 따라 시세는 대부분이 보합세를 유지했으며, 일상용품 일부에서만 소폭의 등락을 기록했습니다. 한편 참깨는 공급 증가로 서울과 부산에서 가격이 하락했고, 대전에서는 보리쌀, 목포에서는 찹쌀이 각각 상승했습니다. 서울과 대구에서는 사과(홍옥 품종) 가격이 하락했으나 부산에서는 급등했습니다. 이 외에 파라핀왁스는 공급 부진으로 서울과 부산에서 가격이 올랐으며, 베이킹소다는 대구에서 하락했습니다. 구리 세링은 목포에서 하락했고, 건축자재 중 베니어 합판도 목포에서 가격이 떨어졌습니다. 12일 한국은행에 따르면 9월 6일 기준 화폐 발행액은 181억 4천만 원으로, 8월 말보다 1억 9천만 원 감소했습니다. 반면 한 달 전인 8월 6일 기준보다는 7억 7천7백만 원 증가했습니다."
240319270519m10218,스포츠,1927-05-19T00:00:00+0900,전선궁술회(全鮮弓術會) 연(延) 기(期)!,전국 궁술 대회 연기 소식,전선궁술회연(全鮮弓術會延) 기(期)!준비관계로본보대전지국주최(本報大田支局主催)본보대뎐지국주최(본보대전지국주최(本報大田支局主催))로 전조서궁술대회(궁술대회(弓術大會))를 연다함은긔보한바어니와 래이십일이긔일이던 것을여러가지사정으로인하야부득이연긔되어 오는이십 칠팔구삼일간열터인바 당일밤에는 고월남선생사회장의실사의 상연과 어린이날의 사진을 상영코저방금준비에매우분망중이더라(대전),"전국 궁술 대회가 연기되었습니다! 본보 대전지국 주최로 예정된 전국 궁술 대회 개최를 앞서 알린 바 있으나, 원래 22일로 계획되었던 일정을 여러 사정으로 부득이하게 연기하여 오는 27일부터 29일까지 3일간 개최할 예정입니다. 행사 당일 밤에는 고월남 사장(현 사회장)의 실사 상영과 어린이날 기념 사진 상영을 준비 중이며, 현재 관련 준비에 매우 분주한 상태입니다. (대전)"
